subject_id,step,angle,translation,GD_EP,CD_EP,GD_IP,CD_IP
fCMR_Siemens_068,41,2.1055,2.9712,2.786,5.3858,2.5786,15.1084
fCMR_Siemens_198,41,2.2743,3.8973,0.3507,1.6086,0.4791,4.6654
fCMR_Siemens_018,42,3.0802,3.0268,0.6069,1.2229,0.6153,3.2406
fCMR_Siemens_113,42,1.6238,1.2684,0.0452,8.4619,0.0868,17.505
fCMR_Siemens_027,42,2.1522,2.9904,0.4082,2.0666,1.1999,6.8488
fCMR_Siemens_006,42,2.3391,2.3146,2.31,7.7047,2.3415,19.9627
fCMR_Siemens_144,42,3.0659,1.6951,3.1396,2.4551,2.6794,6.9294
fCMR_Siemens_068,42,2.9379,3.2504,0.888,2.2711,0.9257,8.6637
fCMR_Siemens_198,42,3.0427,1.259,0.3373,5.8286,0.4922,13.98
fCMR_Siemens_018,43,2.0591,2.1164,0.791,2.1419,1.2198,9.6052
fCMR_Siemens_113,43,2.8876,3.0975,0.3466,10.1061,0.3592,21.4398
fCMR_Siemens_027,43,1.9143,1.6371,2.8127,5.6409,1.9633,14.7788
fCMR_Siemens_006,43,3.0643,2.4084,2.1484,2.266,2.2401,10.6746
fCMR_Siemens_144,43,2.7073,1.3698,2.1507,2.9334,2.1783,9.3075
fCMR_Siemens_068,43,0.8531,1.9193,1.4793,0.4474,1.5169,3.8942
fCMR_Siemens_198,43,2.4294,2.4157,0.7429,4.3105,0.8307,11.0385
fCMR_Siemens_018,44,1.765,2.0651,0.4599,3.3437,0.5046,7.139
fCMR_Siemens_113,44,1.871,3.288,0.5906,13.0777,0.5961,28.0436
fCMR_Siemens_027,44,2.5158,3.0914,1.3788,5.7301,1.5208,13.3157
fCMR_Siemens_006,44,2.696,1.7515,1.9134,3.4517,1.9595,9.5081
fCMR_Siemens_144,44,1.8818,1.3882,2.2944,2.8276,2.0385,7.9232
fCMR_Siemens_068,44,3.0189,2.6191,1.492,4.0865,1.5615,11.3736
fCMR_Siemens_198,44,2.6007,1.6257,0.3702,3.1287,0.4214,7.4801
fCMR_Siemens_018,45,2.9295,2.0472,0.7283,2.0422,0.7332,5.2478
fCMR_Siemens_113,45,2.8438,2.9065,0.2964,16.7453,0.3705,36.4039
fCMR_Siemens_027,45,2.37,2.4447,1.328,2.0017,1.3648,6.0664
