subject_id,step,angle,translation,GD_EP,GD_EP_Q,GD_EP_G,CD_EP,CD_EP_Q,CD_EP_G,GD_IP,CD_IP
fCMR_Siemens_144,62,2.2727,2.646,0.1504,0.1501,0.15,2.2704,2.2704,2.2704,0.2128,6.2826
fCMR_Siemens_068,62,2.7859,0.9541,0.5236,0.5233,0.5232,1.444,1.444,1.444,0.536,3.8843
fCMR_Siemens_198,62,1.5748,2.7939,0.2657,0.2658,0.2659,0.7333,0.7333,0.7333,0.3176,4.5417
fCMR_Siemens_018,63,1.7259,1.929,0.3683,0.5368,0.3683,0.614,0.614,0.614,0.3784,3.3913
fCMR_Siemens_113,63,2.5325,2.1919,0.0476,0.0476,0.0476,7.5883,7.5883,7.5883,0.1187,17.0534
fCMR_Siemens_027,63,2.8287,2.3844,0.1799,0.1801,0.1801,0.9209,0.9209,0.9209,0.2111,3.4662
fCMR_Siemens_006,63,2.2021,1.5991,0.333,1.2764,1.3484,1.7267,1.7267,1.7267,1.3634,11.754
fCMR_Siemens_144,63,2.6443,1.615,0.1056,0.1056,0.1056,2.8076,2.8076,2.8076,0.1352,8.6846
fCMR_Siemens_068,63,2.5224,2.906,0.3383,0.3387,0.3389,3.2183,3.2183,3.2183,0.3677,7.7656
fCMR_Siemens_198,63,2.7927,1.7345,0.2275,0.2275,0.2275,1.3203,1.3203,1.3203,0.2436,3.9986
fCMR_Siemens_018,64,1.782,1.7904,0.0534,0.258,0.053,2.0011,2.0011,2.0011,0.2013,6.5962
fCMR_Siemens_113,64,1.6274,2.0342,0.0673,0.4676,0.0674,6.5289,6.5289,6.5289,0.1189,15.3072
fCMR_Siemens_027,64,1.1321,2.6499,0.1829,0.1828,0.1828,0.1689,0.1689,0.1689,0.2485,3.2306
fCMR_Siemens_006,64,2.0408,1.7461,0.323,0.7228,0.8312,1.079,1.079,1.079,0.8646,5.2515
fCMR_Siemens_144,64,0.7096,1.1115,0.1247,0.1247,0.1246,1.7032,1.7032,1.7032,0.1691,6.1699
fCMR_Siemens_068,64,2.4609,3.245,0.2274,0.3746,0.2275,3.6645,3.6645,3.6645,0.264,10.0598
fCMR_Siemens_198,64,1.7323,2.8607,0.2213,0.2212,0.2212,2.4876,2.4876,2.4876,0.2721,6.214
fCMR_Siemens_018,65,2.5628,2.6617,0.1695,0.1698,0.1699,0.7458,0.7458,0.7458,0.2144,2.8348
fCMR_Siemens_113,65,2.2531,2.692,0.0397,0.0398,0.0398,6.3666,6.3666,6.3666,0.099,13.5022
fCMR_Siemens_027,65,2.928,1.7962,0.159,0.1592,0.1593,0.6179,0.6179,0.6179,0.2025,3.3492
fCMR_Siemens_006,65,1.2733,2.9251,0.3778,0.3778,0.6552,3.0101,3.0101,3.0101,0.6973,10.6159
fCMR_Siemens_144,65,2.2104,2.9312,0.1185,0.1185,0.1185,2.0228,2.0228,2.0228,0.158,5.2363
fCMR_Siemens_068,65,3.1006,3.0289,0.5119,0.6946,0.5135,3.3918,3.3918,3.3918,0.5285,8.835
fCMR_Siemens_198,65,1.0056,2.5518,0.2718,0.2717,0.2717,2.1542,2.1542,2.1542,0.3039,6.6352
fCMR_Siemens_018,66,1.8518,1.1388,0.1296,0.1296,0.1296,1.3211,1.3211,1.3211,0.191,4.0026
fCMR_Siemens_113,66,2.268,2.2335,0.0901,0.0901,0.0901,9.0131,9.0131,9.0131,0.154,18.7416
fCMR_Siemens_027,66,2.1766,1.0134,0.162,0.1619,0.1619,1.0829,1.0829,1.0829,0.2145,4.7276
fCMR_Siemens_006,66,0.8465,3.0793,0.3463,0.347,0.3472,0.6396,0.6396,0.6396,0.3686,2.2444
fCMR_Siemens_144,66,2.8578,3.0135,0.1284,0.1284,0.1284,1.6158,1.6158,1.6158,0.1508,4.8772
fCMR_Siemens_068,66,2.2279,2.2468,0.2474,0.2474,0.2474,4.0029,4.0029,4.0029,0.2644,9.5732
fCMR_Siemens_198,66,2.9177,2.6405,0.197,0.1971,0.1971,4.015,4.015,4.015,0.2292,11.0847
fCMR_Siemens_018,67,2.2945,0.8348,0.3225,0.3224,0.3224,0.2485,0.2485,0.2485,0.3279,3.5022
fCMR_Siemens_113,67,2.7537,2.1915,0.1135,0.1447,0.1134,4.7499,4.7499,4.7499,0.1474,10.5979
fCMR_Siemens_027,67,2.8667,2.4063,0.1424,0.1424,0.1424,1.5156,1.5156,1.5156,0.1971,3.9162
fCMR_Siemens_006,67,1.4589,1.3446,0.4288,0.3286,0.7082,1.4519,1.4519,1.4519,0.7504,5.7629
fCMR_Siemens_144,67,1.0218,2.5216,0.102,0.1022,0.1023,1.1554,1.1554,1.1554,0.1218,3.4117
fCMR_Siemens_068,67,3.0662,3.248,0.2984,0.2987,0.2988,2.7343,2.7343,2.7343,0.3547,9.0846
fCMR_Siemens_198,67,2.3014,2.314,0.2078,0.2078,0.2078,1.0836,1.0836,1.0836,0.2189,3.561
fCMR_Siemens_018,68,2.6694,2.3723,0.2093,0.2093,0.2094,0.5679,0.5679,0.5679,0.2415,2.4414
fCMR_Siemens_113,68,2.2771,1.9537,0.0723,0.0723,0.0723,6.5852,6.5852,6.5852,0.095,13.8132
fCMR_Siemens_027,68,2.2822,3.3795,0.1394,0.1394,0.1394,0.5895,0.5895,0.5895,0.1995,4.1484
fCMR_Siemens_006,68,2.9862,2.5224,0.3575,0.7158,0.8178,1.5578,1.5578,1.5578,0.8751,6.9271
fCMR_Siemens_144,68,0.9253,2.6494,0.114,0.114,0.114,1.3564,1.3564,1.3564,0.1401,3.6468
fCMR_Siemens_068,68,2.5849,1.608,0.2962,0.2963,0.2963,3.2417,3.2417,3.2417,0.3207,9.2886
fCMR_Siemens_198,68,2.6194,1.5176,0.2596,0.6047,0.5504,1.9992,1.9992,1.9992,0.7747,11.9538
fCMR_Siemens_018,69,3.1092,3.5257,0.2387,0.2414,0.2423,3.0783,3.0783,3.0783,0.2984,11.2683
fCMR_Siemens_113,69,1.4625,0.996,0.1032,0.1032,0.1032,5.2083,5.2083,5.2083,0.1454,12.0224
fCMR_Siemens_027,69,2.6078,2.2448,0.086,0.3653,0.0863,3.9714,3.9714,3.9714,0.1604,8.976
fCMR_Siemens_006,69,1.7247,3.146,0.2273,0.2273,0.2273,3.145,3.145,3.145,0.2404,7.8879
fCMR_Siemens_144,69,2.0852,2.5748,0.1182,0.1182,0.1182,0.6322,0.6322,0.6322,0.1869,2.8957
fCMR_Siemens_068,69,1.5919,1.5041,0.4502,0.4593,0.4621,3.0984,3.0984,3.0984,0.4927,11.1456
fCMR_Siemens_198,69,2.878,2.8026,0.3331,0.333,0.333,4.1062,4.1062,4.1062,0.3447,8.7307
fCMR_Siemens_018,70,2.7862,1.7199,0.3028,0.3182,0.3229,1.8463,1.8463,1.8463,0.394,6.0183
fCMR_Siemens_113,70,1.8995,2.9833,0.0921,0.1264,0.0922,6.7574,6.7574,6.7574,0.1213,14.8962
fCMR_Siemens_027,70,2.8425,1.7893,0.1704,0.1701,0.17,0.3239,0.3239,0.3239,0.3171,2.1625
fCMR_Siemens_006,70,1.2655,1.4225,0.2504,0.2507,0.2508,1.7739,1.7739,1.7739,0.2975,4.8354
fCMR_Siemens_144,70,3.073,1.9886,0.162,0.4165,0.7084,1.2781,1.2781,1.2781,0.7496,9.9415
fCMR_Siemens_068,70,1.4002,0.6963,0.3903,0.4979,0.3904,3.1058,3.1058,3.1058,0.4027,7.908
fCMR_Siemens_198,70,2.9033,1.1506,0.3591,0.1377,0.3641,1.303,1.303,1.303,0.3756,4.6045
fCMR_Siemens_018,71,2.7617,1.3919,0.1435,0.5333,0.6586,1.7458,1.7458,1.7458,0.7844,9.9948
fCMR_Siemens_113,71,2.3196,2.0665,0.0255,0.0255,0.0255,5.1754,5.1754,5.1754,0.1159,12.559
fCMR_Siemens_027,71,2.3473,2.642,0.3517,0.1961,0.3534,1.0325,1.0325,1.0325,0.3989,8.0694
fCMR_Siemens_006,71,2.3867,3.5533,0.3125,0.3131,0.3133,1.1336,1.1336,1.1336,0.3369,3.9992
fCMR_Siemens_144,71,2.3608,2.7327,0.1111,0.1111,0.1111,1.2664,1.2664,1.2664,0.1323,4.0137
fCMR_Siemens_068,71,2.6057,2.7448,0.3648,0.365,0.3651,1.2641,1.2641,1.2641,0.3738,5.171
fCMR_Siemens_198,71,2.8338,2.8312,0.3137,0.3138,0.3138,1.7222,1.7222,1.7222,0.3385,6.3559
fCMR_Siemens_018,72,2.5589,2.3399,0.743,0.7811,0.7912,1.0585,1.0585,1.0585,0.827,4.8525
fCMR_Siemens_113,72,2.0675,2.7285,0.109,0.109,0.1091,2.9697,2.9697,2.9697,0.1287,7.5291
fCMR_Siemens_027,72,1.1896,3.6029,0.2147,0.2151,0.2153,0.5576,0.5576,0.5576,0.2567,3.4111
fCMR_Siemens_006,72,3.0171,3.4764,0.2976,0.6644,0.7659,2.3527,2.3527,2.3527,0.8077,8.0169
fCMR_Siemens_144,72,2.3818,2.7279,0.0598,0.0598,0.0598,1.5667,1.5667,1.5667,0.1344,4.605
fCMR_Siemens_068,72,2.8006,2.8734,0.8606,0.8606,0.8607,0.5706,0.5706,0.5706,0.8681,4.015
fCMR_Siemens_198,72,2.3092,1.6423,0.1677,0.4845,0.5945,2.0403,2.0403,2.0403,0.7317,9.5002
fCMR_Siemens_018,73,2.8367,2.2496,0.2654,0.2657,0.2658,1.6159,1.6159,1.6159,0.3298,5.6897
fCMR_Siemens_113,73,2.9165,1.0552,0.0616,0.0617,0.0617,6.4966,6.4966,6.4966,0.1072,15.7899
fCMR_Siemens_027,73,2.5631,2.4298,0.0685,0.4119,0.0684,2.8499,2.8499,2.8499,0.1353,7.6794
fCMR_Siemens_006,73,1.4676,1.5653,0.2132,0.2132,0.2132,2.0053,2.0053,2.0053,0.2354,4.7806
fCMR_Siemens_144,73,1.8474,1.2132,0.0421,0.0421,0.0421,2.1308,2.1308,2.1308,0.1087,5.8143
fCMR_Siemens_068,73,2.2993,1.6658,0.2633,0.2633,0.2633,4.3049,4.3049,4.3049,0.2991,10.9101
fCMR_Siemens_198,73,1.6012,1.8722,0.2108,0.2108,0.2108,2.9173,2.9173,2.9173,0.2297,7.0323
fCMR_Siemens_018,74,2.0715,3.3826,0.2712,0.3138,0.3267,1.6878,1.6878,1.6878,0.4004,7.7406
fCMR_Siemens_113,74,2.7012,2.6704,0.0436,0.0436,0.0436,4.5973,4.5973,4.5973,0.1162,10.7423
fCMR_Siemens_027,74,1.9777,2.3759,0.1713,0.1713,0.1713,2.0282,2.0282,2.0282,0.2188,4.8322
fCMR_Siemens_006,74,1.8386,2.4753,0.2315,0.2314,0.2314,4.7234,4.7234,4.7234,0.2416,11.1621
fCMR_Siemens_144,74,2.1109,1.4071,0.1496,0.1526,0.1497,2.1688,2.1688,2.1688,0.1702,5.1544
fCMR_Siemens_068,74,2.8568,2.456,0.7166,0.7156,0.7153,2.3451,2.3451,2.3451,0.7353,7.2801
fCMR_Siemens_198,74,1.8196,2.607,0.281,0.281,0.281,1.7469,1.7469,1.7469,0.3096,5.3704
fCMR_Siemens_018,75,2.6818,1.5385,0.4103,0.4099,0.4098,2.1645,2.1645,2.1645,0.4627,6.2389
fCMR_Siemens_113,75,2.843,3.5227,0.1943,0.1942,0.1942,1.4872,1.4872,1.4872,0.2096,4.6522
fCMR_Siemens_027,75,0.6085,1.5739,0.1924,0.1923,0.1923,0.4663,0.4663,0.4663,0.2124,1.9319
fCMR_Siemens_006,75,2.0655,2.4622,0.3134,0.3134,0.3134,4.1279,4.1279,4.1279,0.3324,11.6192
fCMR_Siemens_144,75,1.9005,2.3741,0.0635,0.0754,0.0634,1.7462,1.7462,1.7462,0.1109,4.9395
fCMR_Siemens_068,75,1.0455,3.4435,0.3447,0.3446,0.3445,2.9757,2.9757,2.9757,0.3603,8.2435
fCMR_Siemens_198,75,2.1947,1.7261,0.163,0.163,0.163,1.2321,1.2321,1.2321,0.2011,5.308
fCMR_Siemens_018,76,3.1124,3.2009,0.0488,0.0499,0.0503,0.2594,0.2594,0.2594,0.2559,2.211
fCMR_Siemens_113,76,2.4175,2.5033,0.0497,0.0497,0.0497,6.8409,6.8409,6.8409,0.1169,15.2393
fCMR_Siemens_027,76,2.4702,1.98,0.1378,0.1378,0.1378,0.9681,0.9681,0.9681,0.1657,3.5483
fCMR_Siemens_006,76,2.3957,2.8308,0.2612,0.2613,0.2613,2.1389,2.1389,2.1389,0.2744,5.3145
fCMR_Siemens_144,76,2.2944,2.0096,0.1838,0.1838,0.1838,1.2303,1.2303,1.2303,0.2034,3.8186
fCMR_Siemens_068,76,3.0473,1.8819,0.6146,0.4021,0.7063,5.0311,5.0311,5.0311,0.7767,12.1623
fCMR_Siemens_198,76,2.1195,3.2279,0.1898,0.1898,0.1898,0.165,0.165,0.165,0.2332,2.2316
fCMR_Siemens_018,77,0.7514,2.3761,0.2312,0.2336,0.2343,1.4494,1.4494,1.4494,0.3334,7.176
fCMR_Siemens_113,77,2.6988,1.8163,0.0713,0.0713,0.0713,4.0561,4.0561,4.0561,0.135,9.856
fCMR_Siemens_027,77,2.4055,2.098,0.1475,0.1475,0.1475,1.3707,1.3707,1.3707,0.1745,5.6336
fCMR_Siemens_006,77,1.2586,2.0002,0.2762,0.2762,0.2762,1.9366,1.9366,1.9366,0.2908,4.8249
fCMR_Siemens_144,77,2.817,3.0054,0.1028,0.1028,0.1028,2.2646,2.2646,2.2646,0.1417,6.1306
fCMR_Siemens_068,77,1.401,3.0418,0.3918,0.9539,0.3918,3.2558,3.2558,3.2558,0.4037,9.0994
fCMR_Siemens_198,77,1.61,1.7062,0.2456,0.2467,0.247,1.1854,1.1854,1.1854,0.2938,4.83
fCMR_Siemens_018,78,2.4914,2.6742,0.45,0.4561,0.4581,0.8978,0.8978,0.8978,0.4715,5.0384
fCMR_Siemens_113,78,1.751,1.9863,0.0648,0.0647,0.0647,8.0529,8.0529,8.0529,0.1113,18.0258
fCMR_Siemens_027,78,2.8015,0.836,0.1221,0.1221,0.1221,0.3514,0.3514,0.3514,0.2204,2.2951
fCMR_Siemens_006,78,2.7067,1.8212,0.2555,0.2555,0.2555,2.9266,2.9266,2.9266,0.2757,6.8624
fCMR_Siemens_144,78,1.8974,3.0718,0.1038,0.1039,0.1039,2.5605,2.5605,2.5605,0.1505,5.6428
fCMR_Siemens_068,78,2.5027,2.9824,0.4486,0.4485,0.4485,0.8513,0.8513,0.8513,0.4568,4.6228
fCMR_Siemens_198,78,1.4382,2.3206,0.3271,0.3271,0.3271,2.7773,2.7773,2.7773,0.3632,8.1526
fCMR_Siemens_018,79,3.059,2.6385,0.1801,0.1803,0.1804,1.3394,1.3394,1.3394,0.2681,7.4859
fCMR_Siemens_113,79,0.5121,1.3288,0.0272,0.0271,0.027,5.2771,5.2771,5.2771,0.1478,12.2458
fCMR_Siemens_027,79,1.7119,1.5556,0.1554,0.1553,0.1552,1.6438,1.6438,1.6438,0.1963,4.6834
fCMR_Siemens_006,79,1.7325,2.4835,0.2448,0.2449,0.245,2.8524,2.8524,2.8524,0.257,7.4792
fCMR_Siemens_144,79,1.0566,2.6677,0.0536,0.0536,0.0536,1.2336,1.2336,1.2336,0.1017,4.1884
fCMR_Siemens_068,79,2.6577,2.3063,0.6902,0.6904,0.6905,0.721,0.721,0.721,0.7064,4.8565
fCMR_Siemens_198,79,1.6077,2.8726,0.2782,0.2783,0.2783,1.0625,1.0625,1.0625,0.2931,3.6406
fCMR_Siemens_018,80,2.6076,3.5432,0.2644,0.2643,0.2643,1.3894,1.3894,1.3894,0.2933,3.4576
fCMR_Siemens_113,80,2.0306,3.0579,0.1098,0.11,0.11,3.6231,3.6231,3.6231,0.1533,9.1465
fCMR_Siemens_027,80,3.0164,2.7539,0.1603,0.1603,0.1603,1.7227,1.7227,1.7227,0.1787,3.9772
fCMR_Siemens_006,80,1.4015,2.8191,0.6575,0.7749,0.8075,0.5698,0.5698,0.5698,0.8186,3.9617
fCMR_Siemens_144,80,2.4868,2.9589,0.0885,0.0885,0.0885,0.8948,0.8948,0.8948,0.1314,2.7396
fCMR_Siemens_068,80,2.9238,2.6758,0.2522,0.252,0.2519,3.4463,3.4463,3.4463,0.324,9.0208
fCMR_Siemens_198,80,1.8792,2.3894,0.3622,0.3622,0.3622,1.3378,1.3378,1.3378,0.3799,5.785
fCMR_Siemens_018,81,1.8391,2.6569,0.1465,0.1473,0.1476,0.6013,0.6013,0.6013,0.272,4.1136
fCMR_Siemens_113,81,2.9471,2.9527,0.0662,0.0663,0.0663,4.5348,4.5348,4.5348,0.1273,9.9582
fCMR_Siemens_027,81,2.965,1.138,0.1505,0.1505,0.1505,3.2631,3.2631,3.2631,0.19,8.1525
fCMR_Siemens_006,81,2.2706,1.8372,0.3596,0.6853,0.7736,2.2258,2.2258,2.2258,0.7946,9.9398
fCMR_Siemens_144,81,2.2284,1.5921,0.0826,0.0827,0.0827,1.2539,1.2539,1.2539,0.1252,4.037
fCMR_Siemens_068,81,2.3315,1.6729,0.661,0.6594,0.6589,1.939,1.939,1.939,0.671,6.3127
fCMR_Siemens_198,81,1.8542,1.7479,0.3713,0.9825,0.3715,1.1994,1.1994,1.1994,0.4424,4.9242
fCMR_Siemens_018,82,2.9718,2.6705,0.2859,0.2944,0.2971,0.6156,0.6156,0.6156,0.3486,4.8781
fCMR_Siemens_113,82,1.7975,3.3233,0.0842,0.0748,0.0842,5.5406,5.5406,5.5406,0.1077,12.4634
fCMR_Siemens_027,82,3.0209,3.7588,0.1076,0.1076,0.1076,1.2677,1.2677,1.2677,0.1746,3.5065
fCMR_Siemens_006,82,2.7236,3.2826,0.2691,0.2697,0.2699,2.451,2.451,2.451,0.291,7.8226
fCMR_Siemens_144,82,1.3152,2.4999,0.1651,0.1652,0.1652,1.0725,1.0725,1.0725,0.1961,2.875
fCMR_Siemens_068,82,1.6747,2.2198,0.5068,0.8527,0.5221,0.8431,0.8431,0.8431,0.5428,3.6131
fCMR_Siemens_198,82,2.9472,1.1247,0.2937,0.2936,0.2936,1.5528,1.5528,1.5528,0.3064,4.721
fCMR_Siemens_018,83,0.8734,1.4147,0.5161,0.5148,0.5144,3.9139,3.9139,3.9139,0.5407,10.3278
fCMR_Siemens_113,83,2.0414,2.4403,0.1012,0.2423,0.1011,7.6787,7.6787,7.6787,0.1846,16.1357
fCMR_Siemens_027,83,1.6813,2.4097,0.1953,0.1953,0.1953,0.7901,0.7901,0.7901,0.2246,3.5632
fCMR_Siemens_006,83,2.2007,2.7627,0.2797,0.2797,0.2797,2.2467,2.2467,2.2467,0.2915,5.7152
fCMR_Siemens_144,83,1.4759,2.0494,0.0991,0.099,0.099,2.3367,2.3367,2.3367,0.1784,5.9136
fCMR_Siemens_068,83,2.3497,3.3004,0.4242,0.4242,0.4242,1.2675,1.2675,1.2675,0.4444,4.1809
fCMR_Siemens_198,83,1.7753,2.4735,0.2488,0.2488,0.2488,2.1728,2.1728,2.1728,0.2696,5.5034
fCMR_Siemens_018,84,2.1667,2.7955,0.3086,0.3084,0.3083,0.1242,0.1242,0.1242,0.342,2.0008
fCMR_Siemens_113,84,1.9079,2.8781,0.051,0.051,0.051,3.8036,3.8036,3.8036,0.0838,8.7978
fCMR_Siemens_027,84,1.2899,2.2752,0.1975,0.1979,0.198,0.2293,0.2293,0.2293,0.2267,2.7052
fCMR_Siemens_006,84,2.3801,1.2423,0.2717,0.2717,0.2717,1.9427,1.9427,1.9427,0.2936,6.0756
fCMR_Siemens_144,84,2.5792,3.3749,0.0983,0.0983,0.0983,1.1585,1.1585,1.1585,0.1293,3.8835
fCMR_Siemens_068,84,1.335,3.0605,0.3556,0.3558,0.3559,2.8296,2.8296,2.8296,0.3659,7.6348
fCMR_Siemens_198,84,2.5871,2.6432,0.2154,0.3272,0.2154,0.8866,0.8866,0.8866,0.2719,4.7308
fCMR_Siemens_018,85,2.4638,2.2616,0.3783,0.3784,0.3784,1.9417,1.9417,1.9417,0.3925,7.1695
fCMR_Siemens_113,85,2.9486,1.1198,0.0751,0.0751,0.0751,6.7027,6.7027,6.7027,0.1162,14.7742
fCMR_Siemens_027,85,2.8528,1.7819,0.1674,0.1674,0.1674,1.0404,1.0404,1.0404,0.1893,3.4674
fCMR_Siemens_006,85,1.8675,2.9281,0.3674,0.3691,0.3696,2.8971,2.8971,2.8971,0.395,8.4492
fCMR_Siemens_144,85,2.6581,2.4464,0.0987,0.0987,0.0987,1.7232,1.7232,1.7232,0.1331,4.2353
fCMR_Siemens_068,85,1.3185,3.0539,0.2419,0.242,0.2421,6.0499,6.0499,6.0499,0.2872,14.8364
fCMR_Siemens_198,85,3.0298,2.8849,0.2174,0.2174,0.2174,1.3534,1.3534,1.3534,0.2365,3.7052
fCMR_Siemens_018,86,1.8886,3.3924,0.4597,0.4597,0.4597,1.2841,1.2841,1.2841,0.4892,4.0055
fCMR_Siemens_113,86,2.6128,2.7592,0.0519,0.1081,0.0519,5.3669,5.3669,5.3669,0.0809,12.3858
fCMR_Siemens_027,86,1.2561,1.5766,0.12,0.1199,0.1199,0.3282,0.3282,0.3282,0.1634,2.2654
fCMR_Siemens_006,86,2.2925,2.4879,0.2826,1.3412,0.211,2.3784,2.3784,2.3784,1.3396,8.8574
fCMR_Siemens_144,86,3.0045,2.2775,0.0987,0.0988,0.0988,2.5721,2.5721,2.5721,0.1875,6.5929
fCMR_Siemens_068,86,2.6674,0.9269,0.6439,0.6448,0.6451,0.9834,0.9834,0.9834,0.6476,5.8857
fCMR_Siemens_198,86,1.9757,1.4091,0.3205,0.3205,0.3205,2.464,2.464,2.464,0.3284,6.746
fCMR_Siemens_018,87,2.0454,2.6817,0.2617,0.261,0.2608,2.1931,2.1931,2.1931,0.3848,7.1542
fCMR_Siemens_113,87,1.711,2.135,0.103,0.1031,0.1032,7.4064,7.4064,7.4064,0.141,16.8504
fCMR_Siemens_027,87,2.7868,2.8384,0.1942,0.1942,0.1942,0.9816,0.9816,0.9816,0.2351,2.6133
fCMR_Siemens_006,87,2.5605,2.0948,0.3834,0.7357,0.8322,1.7191,1.7191,1.7191,0.8781,7.5829
fCMR_Siemens_144,87,2.8562,2.7364,0.0939,0.094,0.094,1.0553,1.0553,1.0553,0.1213,3.1439
fCMR_Siemens_068,87,3.1155,2.5301,0.3284,0.3355,0.3377,1.521,1.521,1.521,0.3945,7.7193
fCMR_Siemens_198,87,1.5914,2.9469,0.2464,0.2464,0.2464,0.6295,0.6295,0.6295,0.2731,4.8149
fCMR_Siemens_018,88,2.4343,2.8781,0.4793,1.2097,0.4961,1.9814,1.9814,1.9814,0.5901,8.3628
fCMR_Siemens_113,88,2.027,1.1854,0.0953,0.0953,0.0953,5.0641,5.0641,5.0641,0.1088,11.1036
fCMR_Siemens_027,88,0.9276,2.2432,0.2669,0.2682,0.2687,1.4407,1.4407,1.4407,0.3081,5.597
fCMR_Siemens_006,88,1.3543,2.3451,0.3289,0.4027,0.7498,3.1687,3.1687,3.1687,0.8274,15.4389
fCMR_Siemens_144,88,1.2152,3.1231,0.1605,0.1605,0.1605,0.9212,0.9212,0.9212,0.178,3.429
fCMR_Siemens_068,88,2.5625,3.153,0.4494,0.4503,0.4505,2.4361,2.4361,2.4361,0.4573,8.4034
fCMR_Siemens_198,88,2.6056,3.3671,0.2246,0.2246,0.2246,0.7366,0.7366,0.7366,0.2386,3.3003
fCMR_Siemens_018,89,2.7184,2.9672,0.3278,0.329,0.3294,0.7838,0.7838,0.7838,0.3666,3.2242
fCMR_Siemens_113,89,2.6784,2.8849,0.0142,0.0142,0.0142,4.4957,4.4957,4.4957,0.1378,9.4599
fCMR_Siemens_027,89,2.3782,2.102,0.152,0.152,0.152,1.3263,1.3263,1.3263,0.2054,3.9837
fCMR_Siemens_006,89,1.5882,2.3784,0.2739,0.2739,0.2739,2.4842,2.4842,2.4842,0.2824,5.8209
fCMR_Siemens_144,89,1.0598,2.2831,0.1237,0.1237,0.1237,2.1136,2.1136,2.1136,0.1575,5.4874
fCMR_Siemens_068,89,2.9011,2.9146,0.4167,0.4165,0.4165,1.672,1.672,1.672,0.4436,4.8406
fCMR_Siemens_198,89,0.6226,2.4385,0.1502,0.1502,0.1502,0.8072,0.8072,0.8072,0.1807,4.3167
fCMR_Siemens_018,90,1.651,2.1845,0.4969,0.1683,0.5044,1.7621,1.7621,1.7621,0.5678,9.4822
fCMR_Siemens_113,90,2.1681,1.9564,0.0791,0.0791,0.0791,4.2705,4.2705,4.2705,0.1019,10.8438
fCMR_Siemens_027,90,2.0125,2.3237,0.1682,0.1589,0.1688,1.2755,1.2755,1.2755,0.259,5.6297
fCMR_Siemens_006,90,3.098,2.3142,0.2039,0.204,0.204,1.5137,1.5137,1.5137,0.2494,5.5768
fCMR_Siemens_144,90,1.5577,3.4873,0.1725,0.1875,0.1922,0.0693,0.0693,0.0693,0.3082,2.6278
fCMR_Siemens_068,90,0.484,2.213,0.721,0.7208,0.7208,1.7684,1.7684,1.7684,0.723,4.5653
fCMR_Siemens_198,90,1.7927,2.2686,0.1927,0.1927,0.1927,2.2369,2.2369,2.2369,0.2261,6.7336
fCMR_Siemens_018,91,2.7143,2.43,0.2641,0.264,0.264,0.2149,0.2149,0.2149,0.3015,2.806
fCMR_Siemens_113,91,2.4812,3.2613,0.2532,0.2533,0.2533,7.9003,7.9003,7.9003,0.2736,17.5115
fCMR_Siemens_027,91,2.3036,2.6004,0.1918,0.192,0.1921,4.2272,4.2272,4.2272,0.2126,10.4808
fCMR_Siemens_006,91,2.8245,0.6826,0.303,0.3031,0.3031,1.0032,1.0032,1.0032,0.3127,3.728
fCMR_Siemens_144,91,1.4851,2.336,0.116,0.116,0.116,1.7554,1.7554,1.7554,0.1433,5.9608
fCMR_Siemens_068,91,2.6909,3.1659,0.3089,0.3089,0.3089,3.7077,3.7077,3.7077,0.3349,10.2971
fCMR_Siemens_198,91,3.1374,2.4757,0.2239,0.2239,0.2239,0.4053,0.4053,0.4053,0.2345,2.0102
fCMR_Siemens_018,92,2.0658,3.5908,0.5035,0.5072,0.5083,1.6008,1.6008,1.6008,0.6667,12.5605
fCMR_Siemens_113,92,3.0769,3.2355,0.0646,0.0648,0.0648,4.5955,4.5955,4.5955,0.2098,11.2425
fCMR_Siemens_027,92,2.3619,2.9654,0.0904,0.0901,0.0901,2.9524,2.9524,2.9524,0.1838,9.0559
fCMR_Siemens_006,92,2.3058,1.6474,0.3385,0.3388,0.3389,1.9314,1.9314,1.9314,0.3532,5.7827
fCMR_Siemens_144,92,2.5815,2.5908,0.1191,0.1192,0.1192,1.25,1.25,1.25,0.1772,4.1587
fCMR_Siemens_068,92,2.6556,1.6376,0.9697,0.7532,0.9699,1.0096,1.0096,1.0096,0.9749,3.3696
fCMR_Siemens_198,92,2.3785,1.3706,0.2929,0.2929,0.2929,1.4501,1.4501,1.4501,0.3194,3.651
fCMR_Siemens_018,93,2.3527,1.9106,0.2088,0.2092,0.2094,0.6023,0.6023,0.6023,0.2576,3.2422
fCMR_Siemens_113,93,3.1145,3.2993,0.0413,0.0413,0.0413,3.8094,3.8094,3.8094,0.162,8.3927
fCMR_Siemens_027,93,1.562,0.8783,0.2159,0.2159,0.2159,0.9801,0.9801,0.9801,0.2364,3.6177
fCMR_Siemens_006,93,1.6731,1.262,0.2033,0.2035,0.2036,3.3867,3.3867,3.3867,0.2591,8.8975
fCMR_Siemens_144,93,3.1415,2.0339,0.1828,0.1828,0.1828,4.4426,4.4426,4.4426,0.197,9.9483
fCMR_Siemens_068,93,0.5241,1.4088,0.5858,0.5875,0.588,0.9274,0.9274,0.9274,0.5963,3.128
fCMR_Siemens_198,93,2.1089,3.7242,0.2316,0.2316,0.2316,0.4061,0.4061,0.4061,0.2431,2.062
