subject_id,step,angle,translation,GD_EP,GD_EP_Q,GD_EP_G,CD_EP,CD_EP_Q,CD_EP_G,GD_IP,CD_IP
fCMR_Siemens_144,125,2.3078,2.0053,0.0654,0.1136,0.0655,1.2776,1.2776,1.2776,0.1085,3.5437
fCMR_Siemens_068,125,2.5604,1.7802,0.3686,0.3684,0.3684,1.1188,1.1188,1.1188,0.3855,4.8752
fCMR_Siemens_198,125,2.158,3.1063,0.2433,0.2433,0.2433,1.0012,1.0012,1.0012,0.278,4.024
fCMR_Siemens_018,126,0.7979,3.3094,0.1386,0.1386,0.1386,2.5002,2.5002,2.5002,0.1795,5.9386
fCMR_Siemens_113,126,1.115,0.702,0.1002,0.1002,0.1002,4.4838,4.4838,4.4838,0.1173,10.2904
fCMR_Siemens_027,126,1.5771,2.0015,0.2038,0.2039,0.2039,0.8948,0.8948,0.8948,0.2298,5.7437
fCMR_Siemens_006,126,3.0614,3.4566,0.7565,0.2352,1.348,3.6692,3.6692,3.6692,1.3923,16.2673
fCMR_Siemens_144,126,2.3075,2.0732,0.0746,0.0746,0.0746,1.3932,1.3932,1.3932,0.108,4.5237
fCMR_Siemens_068,126,2.8899,1.2339,0.3335,0.3336,0.3336,1.9073,1.9073,1.9073,0.3417,6.3016
fCMR_Siemens_198,126,1.3954,0.9167,0.2457,0.2457,0.2457,0.6048,0.6048,0.6048,0.262,3.286
fCMR_Siemens_018,127,1.6645,2.56,0.3902,0.3947,0.3961,1.0035,1.0035,1.0035,0.4115,4.7849
fCMR_Siemens_113,127,2.7936,0.8205,0.0798,0.0798,0.0798,6.1812,6.1812,6.1812,0.1618,13.8454
fCMR_Siemens_027,127,2.2715,3.1124,0.1194,0.1194,0.1194,0.7501,0.7501,0.7501,0.1499,3.4261
fCMR_Siemens_006,127,1.4804,1.5403,0.1947,0.1222,0.1947,0.98,0.98,0.98,0.2299,2.933
fCMR_Siemens_144,127,0.9875,2.0645,0.1209,0.1209,0.1208,0.5078,0.5078,0.5078,0.1664,2.6514
fCMR_Siemens_068,127,2.9928,3.0392,0.3356,0.3355,0.3355,2.5659,2.5659,2.5659,0.3458,7.0554
fCMR_Siemens_198,127,2.481,1.0316,0.2099,0.2098,0.2098,1.146,1.146,1.146,0.231,4.265
fCMR_Siemens_018,128,1.43,2.3452,0.0602,0.0609,0.0611,1.9918,1.9918,1.9918,0.2019,5.8922
fCMR_Siemens_113,128,2.1382,2.2396,0.0491,0.0495,0.0496,7.3866,7.3866,7.3866,0.163,16.3748
fCMR_Siemens_027,128,2.8644,2.3638,0.1672,0.1672,0.1672,3.8645,3.8645,3.8645,0.2144,8.517
fCMR_Siemens_006,128,3.0846,2.9299,0.3261,0.7099,0.8135,2.0122,2.0122,2.0122,0.8726,8.3545
fCMR_Siemens_144,128,2.2444,3.0643,0.0725,0.0726,0.0726,1.8006,1.8006,1.8006,0.144,6.3041
fCMR_Siemens_068,128,0.3693,2.6249,0.2208,0.2208,0.2208,5.8921,5.8921,5.8921,0.2458,14.0756
fCMR_Siemens_198,128,2.4765,1.9754,0.2072,0.2072,0.2072,0.6667,0.6667,0.6667,0.2302,2.1247
fCMR_Siemens_018,129,1.7309,1.9705,0.9894,1.0094,1.0145,3.8422,3.8422,3.8422,1.1922,12.2159
fCMR_Siemens_113,129,2.4172,1.3464,0.0463,0.0464,0.0464,4.6634,4.6634,4.6634,0.1109,11.5376
fCMR_Siemens_027,129,2.8621,2.5788,0.1446,0.1447,0.1447,1.0242,1.0242,1.0242,0.2012,3.5288
fCMR_Siemens_006,129,2.4053,2.0056,0.5256,0.8812,0.965,1.692,1.692,1.692,1.02,9.6874
fCMR_Siemens_144,129,1.3064,2.848,0.1422,0.1422,0.1422,3.6803,3.6803,3.6803,0.1652,8.319
fCMR_Siemens_068,129,1.2745,3.5641,0.4247,0.4248,0.4248,1.4273,1.4273,1.4273,0.434,4.5772
fCMR_Siemens_198,129,2.5606,1.544,0.2436,0.2437,0.2437,1.3978,1.3978,1.3978,0.2626,4.5673
fCMR_Siemens_018,130,2.1733,2.5846,0.4362,0.5659,0.4361,2.1452,2.1452,2.1452,0.4683,7.0196
fCMR_Siemens_113,130,2.9269,2.5579,0.0948,0.0949,0.0949,4.8364,4.8364,4.8364,0.1307,11.6001
fCMR_Siemens_027,130,2.8951,3.1926,0.1685,0.1685,0.1685,0.523,0.523,0.523,0.2027,2.1005
fCMR_Siemens_006,130,2.6792,2.6826,0.2549,0.2549,0.2549,1.587,1.587,1.587,0.2791,5.7632
fCMR_Siemens_144,130,2.2876,3.0383,0.0881,0.0881,0.088,0.8981,0.8981,0.8981,0.1423,2.7539
fCMR_Siemens_068,130,1.2093,3.0102,0.2396,0.2396,0.2396,1.3625,1.3625,1.3625,0.2615,4.7166
fCMR_Siemens_198,130,2.7783,2.5213,0.2337,0.2336,0.2336,0.5637,0.5637,0.5637,0.2728,4.6352
fCMR_Siemens_018,131,2.1721,2.4929,0.388,0.4472,0.4644,1.9639,1.9639,1.9639,0.5949,6.7847
fCMR_Siemens_113,131,2.1221,1.4996,0.1091,0.109,0.1089,2.687,2.687,2.687,0.1512,6.6494
fCMR_Siemens_027,131,2.7686,1.0438,0.1428,0.1428,0.1427,0.5395,0.5395,0.5395,0.1768,3.2046
fCMR_Siemens_006,131,2.0369,2.2745,2.4484,1.9634,1.9261,4.2709,4.2709,4.2709,1.911,13.5105
fCMR_Siemens_144,131,1.9484,2.0117,0.1541,0.5596,0.5874,0.3314,0.3314,0.3314,0.7414,6.2799
fCMR_Siemens_068,131,2.5977,2.4248,0.6313,0.631,0.6309,1.0035,1.0035,1.0035,0.6916,4.4233
fCMR_Siemens_198,131,1.7331,1.8979,0.1658,0.1658,0.1658,0.7213,0.7213,0.7213,0.1967,2.4848
fCMR_Siemens_018,132,1.3157,2.449,0.3288,0.6064,0.3279,0.8522,0.8522,0.8522,0.3876,3.9514
fCMR_Siemens_113,132,3.0353,1.2398,0.0745,0.0746,0.0746,6.9632,6.9632,6.9632,0.0886,14.3393
fCMR_Siemens_027,132,2.7805,2.2595,0.1363,0.1362,0.1362,0.4454,0.4454,0.4454,0.1753,3.6783
fCMR_Siemens_006,132,2.0966,2.8267,0.2641,0.2641,0.2642,2.6128,2.6128,2.6128,0.2757,6.6416
fCMR_Siemens_144,132,2.5166,2.1172,0.1506,0.1505,0.1505,3.0416,3.0416,3.0416,0.2214,8.5312
fCMR_Siemens_068,132,2.7731,2.4924,0.6249,0.2384,0.6234,3.2828,3.2828,3.2828,0.6357,9.79
fCMR_Siemens_198,132,2.1612,2.1154,0.1923,0.1925,0.1925,0.9525,0.9525,0.9525,0.2333,3.8206
fCMR_Siemens_018,133,2.3924,1.4611,0.4024,0.4017,0.4015,1.1645,1.1645,1.1645,0.4098,4.6065
fCMR_Siemens_113,133,2.9962,0.8782,0.0735,0.0735,0.0735,4.197,4.197,4.197,0.1143,9.4155
fCMR_Siemens_027,133,3.0556,1.7184,0.1569,0.1569,0.1569,2.6772,2.6772,2.6772,0.1723,6.5737
fCMR_Siemens_006,133,2.0665,2.6096,0.1724,0.1723,0.1723,2.462,2.462,2.462,0.1874,6.4685
fCMR_Siemens_144,133,2.9754,2.5681,0.1547,0.1546,0.1546,2.0497,2.0497,2.0497,0.1924,4.6781
fCMR_Siemens_068,133,2.3865,2.8202,0.5704,1.6944,0.5739,2.1373,2.1373,2.1373,0.5955,9.1571
fCMR_Siemens_198,133,2.583,2.9449,0.2709,0.2708,0.2708,1.9692,1.9692,1.9692,0.3024,5.8425
fCMR_Siemens_018,134,2.4409,0.5032,0.2028,0.2026,0.2025,1.2749,1.2749,1.2749,0.2809,6.685
fCMR_Siemens_113,134,1.754,2.1264,0.0316,0.0316,0.0316,4.3062,4.3062,4.3062,0.0928,10.2691
fCMR_Siemens_027,134,2.3137,2.5544,0.1898,0.1892,0.189,0.388,0.388,0.388,0.2778,1.3967
fCMR_Siemens_006,134,2.325,3.6498,0.4409,1.4436,1.5134,2.7835,2.7835,2.7835,1.369,10.5785
fCMR_Siemens_144,134,2.8556,2.7522,0.156,0.156,0.156,1.858,1.858,1.858,0.1812,5.673
fCMR_Siemens_068,134,1.4331,2.4576,0.6161,0.6271,0.6307,1.368,1.368,1.368,0.6362,4.12
fCMR_Siemens_198,134,1.6647,2.4513,0.2639,0.6691,0.2638,2.3233,2.3233,2.3233,0.2844,6.1671
fCMR_Siemens_018,135,3.0744,2.963,0.3184,0.3197,0.3202,1.9373,1.9373,1.9373,0.3451,4.4553
fCMR_Siemens_113,135,1.1827,3.254,0.0299,0.03,0.03,8.0139,8.0139,8.0139,0.1182,19.29
fCMR_Siemens_027,135,1.9601,2.2331,0.1329,0.1329,0.1329,0.4848,0.4848,0.4848,0.1491,3.2749
fCMR_Siemens_006,135,2.5115,3.1668,0.2342,0.2339,0.2338,4.8016,4.8016,4.8016,0.2735,10.8474
fCMR_Siemens_144,135,1.7081,0.7686,0.1275,0.1276,0.1276,1.4363,1.4363,1.4363,0.1654,3.7381
fCMR_Siemens_068,135,2.5512,1.531,0.3901,0.2198,0.391,4.0455,4.0455,4.0455,0.4275,10.4844
fCMR_Siemens_198,135,2.1319,2.2414,0.2093,0.3156,0.2094,1.1556,1.1556,1.1556,0.2328,3.1774
fCMR_Siemens_018,136,1.823,2.2839,0.5425,0.5424,0.5424,2.4324,2.4324,2.4324,0.5518,7.407
fCMR_Siemens_113,136,2.8524,2.7877,0.0322,0.0323,0.0324,6.4739,6.4739,6.4739,0.1855,14.7509
fCMR_Siemens_027,136,2.6387,2.5817,0.1539,0.1539,0.1539,1.1347,1.1347,1.1347,0.1752,2.8662
fCMR_Siemens_006,136,3.0909,2.5307,0.2398,0.2398,0.2398,3.9274,3.9274,3.9274,0.284,9.0585
fCMR_Siemens_144,136,2.5503,2.7353,0.1061,0.1062,0.1062,2.7086,2.7086,2.7086,0.1488,6.4725
fCMR_Siemens_068,136,1.5714,2.4757,0.4662,0.2616,0.4696,1.6758,1.6758,1.6758,0.4912,5.1115
fCMR_Siemens_198,136,2.3819,3.0542,0.2341,0.2341,0.2341,0.3652,0.3652,0.3652,0.2711,2.9474
fCMR_Siemens_018,137,2.641,2.5008,0.3714,0.6762,0.3895,1.32,1.32,1.32,0.4314,7.484
fCMR_Siemens_113,137,1.3049,2.8021,0.0575,0.0574,0.0574,8.026,8.026,8.026,0.1116,17.531
fCMR_Siemens_027,137,0.6637,3.2769,0.2184,0.2183,0.2183,1.7924,1.7924,1.7924,0.2773,6.8196
fCMR_Siemens_006,137,1.8741,2.435,2.6471,1.9636,1.9044,3.467,3.467,3.467,1.8743,11.5684
fCMR_Siemens_144,137,2.899,3.2246,0.1436,0.1435,0.1435,1.3275,1.3275,1.3275,0.2475,3.1674
fCMR_Siemens_068,137,2.7658,2.2972,0.7123,0.6616,0.7122,1.7095,1.7095,1.7095,0.7231,5.4624
fCMR_Siemens_198,137,2.642,3.2578,0.1685,0.1685,0.1685,1.228,1.228,1.228,0.1948,5.5526
fCMR_Siemens_018,138,2.4931,1.7892,0.2227,0.2235,0.2237,1.0979,1.0979,1.0979,0.2603,6.808
fCMR_Siemens_113,138,1.9545,2.6477,0.0965,0.0964,0.0964,5.6866,5.6866,5.6866,0.1458,12.7028
fCMR_Siemens_027,138,3.0559,1.4496,0.1598,0.1598,0.1598,1.3107,1.3107,1.3107,0.1651,4.374
fCMR_Siemens_006,138,2.3195,2.3566,0.1971,0.1971,0.1971,2.3349,2.3349,2.3349,0.2279,6.7433
fCMR_Siemens_144,138,2.8478,3.0809,0.0285,0.0286,0.0287,2.5078,2.5078,2.5078,0.1716,5.728
fCMR_Siemens_068,138,2.3031,3.3526,0.356,0.3559,0.3558,2.0977,2.0977,2.0977,0.3867,5.2705
fCMR_Siemens_198,138,2.6574,2.7404,0.203,0.203,0.203,1.7452,1.7452,1.7452,0.237,4.6556
fCMR_Siemens_018,139,3.1298,2.3137,0.4162,0.4287,0.4326,1.0782,1.0782,1.0782,0.4668,4.6185
fCMR_Siemens_113,139,2.4891,2.0439,0.0571,0.0571,0.0571,3.5764,3.5764,3.5764,0.0938,7.9651
fCMR_Siemens_027,139,2.485,1.6875,0.1421,0.1662,0.1737,4.2659,4.2659,4.2659,0.4067,12.1392
fCMR_Siemens_006,139,0.7195,2.153,0.2424,0.2424,0.2424,3.5056,3.5056,3.5056,0.2872,10.0214
fCMR_Siemens_144,139,2.1462,3.4225,0.0811,0.0811,0.0811,1.7807,1.7807,1.7807,0.1001,4.8248
fCMR_Siemens_068,139,2.9383,2.6904,0.8943,1.2177,0.8963,1.8863,1.8863,1.8863,0.9046,5.5939
fCMR_Siemens_198,139,0.6432,1.1563,0.2578,0.2578,0.2578,2.8458,2.8458,2.8458,0.2617,6.2419
fCMR_Siemens_018,140,3.0942,2.6479,0.3578,0.4599,0.4889,2.6662,2.6662,2.6662,0.501,7.855
fCMR_Siemens_113,140,2.3764,3.3646,0.0237,0.0237,0.0237,3.5991,3.5991,3.5991,0.1189,10.2698
fCMR_Siemens_027,140,2.3044,2.533,0.1716,0.1718,0.1718,1.9807,1.9807,1.9807,0.2274,4.8799
fCMR_Siemens_006,140,2.9743,1.0807,0.3672,0.7059,0.8,1.0761,1.0761,1.0761,0.8571,6.2519
fCMR_Siemens_144,140,1.9226,2.0774,0.1229,0.1228,0.1228,1.8419,1.8419,1.8419,0.1349,4.9703
fCMR_Siemens_068,140,2.99,1.7027,0.3257,0.326,0.326,2.5628,2.5628,2.5628,0.3673,7.2435
fCMR_Siemens_198,140,1.2948,3.6781,0.2394,0.2394,0.2394,0.3964,0.3964,0.3964,0.2722,2.5494
fCMR_Siemens_018,141,2.9905,2.7061,0.0943,0.0941,0.094,1.7956,1.7956,1.7956,0.1854,5.7339
fCMR_Siemens_113,141,2.5988,1.1558,0.0356,0.0356,0.0356,4.6166,4.6166,4.6166,0.1255,10.2322
fCMR_Siemens_027,141,2.3358,2.8019,0.1302,0.1302,0.1302,1.003,1.003,1.003,0.1581,3.9637
fCMR_Siemens_006,141,2.2032,2.7967,0.2887,0.7412,0.8704,2.6628,2.6628,2.6628,0.8328,9.2641
fCMR_Siemens_144,141,2.33,3.008,0.1837,0.1836,0.1836,2.6176,2.6176,2.6176,0.2229,6.6938
fCMR_Siemens_068,141,1.3232,2.4004,0.6784,0.6784,0.6784,0.9811,0.9811,0.9811,0.6811,3.3744
fCMR_Siemens_198,141,2.3869,2.8708,0.2282,0.2288,0.229,2.0146,2.0146,2.0146,0.2599,6.2581
fCMR_Siemens_018,142,2.7791,1.8095,0.1861,0.1864,0.1865,0.7308,0.7308,0.7308,0.2503,2.9695
fCMR_Siemens_113,142,3.0512,3.3822,0.0775,0.0774,0.0774,4.5992,4.5992,4.5992,0.1348,11.0786
fCMR_Siemens_027,142,2.6871,3.1591,0.2095,0.2095,0.2095,2.5982,2.5982,2.5982,0.2493,6.326
fCMR_Siemens_006,142,2.6742,3.209,0.3448,0.3449,0.3449,3.3702,3.3702,3.3702,0.3735,9.285
fCMR_Siemens_144,142,2.8421,2.4681,0.0999,0.0999,0.0999,1.4215,1.4215,1.4215,0.2162,4.6942
fCMR_Siemens_068,142,2.4535,2.8792,0.772,0.7699,0.7693,1.9928,1.9928,1.9928,0.7992,9.1267
fCMR_Siemens_198,142,2.9279,1.0841,0.3621,0.3621,0.3621,1.2345,1.2345,1.2345,0.4091,4.3125
fCMR_Siemens_018,143,2.9524,3.0224,0.6633,0.6987,0.7089,3.1401,3.1401,3.1401,0.7418,13.0521
fCMR_Siemens_113,143,2.9915,2.785,0.101,0.101,0.101,4.8461,4.8461,4.8461,0.139,10.3746
fCMR_Siemens_027,143,2.2704,2.46,0.1563,0.1563,0.1563,0.8266,0.8266,0.8266,0.1715,4.4153
fCMR_Siemens_006,143,2.951,2.0052,0.2678,0.61,0.7055,1.2314,1.2314,1.2314,0.7655,8.9227
fCMR_Siemens_144,143,1.3911,2.1741,0.1518,0.1518,0.1518,1.524,1.524,1.524,0.1814,4.4135
fCMR_Siemens_068,143,2.1272,3.7572,0.5092,0.5093,0.5093,1.5976,1.5976,1.5976,0.5603,4.534
fCMR_Siemens_198,143,0.7403,2.683,0.2281,0.2281,0.2281,1.4088,1.4088,1.4088,0.2559,4.7718
fCMR_Siemens_018,144,1.9381,2.769,0.1905,0.3738,0.1901,1.342,1.342,1.342,0.29,3.5354
fCMR_Siemens_113,144,1.2485,1.8735,0.0943,0.0943,0.0943,4.9453,4.9453,4.9453,0.1264,11.1224
fCMR_Siemens_027,144,1.788,1.6764,0.0751,0.0752,0.0752,0.4352,0.4352,0.4352,0.1256,2.1608
fCMR_Siemens_006,144,1.5908,2.455,0.2288,0.3267,0.2287,3.2123,3.2123,3.2123,0.2441,8.4217
fCMR_Siemens_144,144,1.2432,1.4344,0.125,0.1252,0.1252,1.1683,1.1683,1.1683,0.1986,3.5854
fCMR_Siemens_068,144,2.7358,2.9214,0.2938,0.2938,0.2938,0.3332,0.3332,0.3332,0.3115,2.1784
fCMR_Siemens_198,144,2.4539,2.4717,0.1474,0.1474,0.1474,0.3093,0.3093,0.3093,0.1771,1.7774
fCMR_Siemens_018,145,2.7914,2.7477,0.2642,0.2643,0.2644,0.3392,0.3392,0.3392,0.2833,4.079
fCMR_Siemens_113,145,2.0537,2.0938,0.1046,0.1047,0.1047,6.526,6.526,6.526,0.1514,14.6288
fCMR_Siemens_027,145,1.7016,2.0405,0.0677,0.5743,0.0675,8.8063,8.8063,8.8063,0.1721,18.6232
fCMR_Siemens_006,145,1.5209,2.7245,0.2724,0.2724,0.2724,1.4463,1.4463,1.4463,0.3123,4.2267
fCMR_Siemens_144,145,1.843,2.5455,0.1035,0.1035,0.1035,3.1023,3.1023,3.1023,0.1197,6.983
fCMR_Siemens_068,145,2.2214,3.0442,0.4484,0.4485,0.4485,2.8708,2.8708,2.8708,0.4791,6.7712
fCMR_Siemens_198,145,3.1277,2.0854,0.2333,0.2333,0.2333,0.581,0.581,0.581,0.2481,3.697
fCMR_Siemens_018,146,0.3345,1.8989,0.0255,0.0273,0.028,2.8915,2.8915,2.8915,0.2348,8.1103
fCMR_Siemens_113,146,1.2258,1.3717,0.0419,0.0419,0.0419,7.4306,7.4306,7.4306,0.1196,17.6362
fCMR_Siemens_027,146,1.8161,2.9486,0.1795,0.1796,0.1796,1.5997,1.5997,1.5997,0.2097,5.4721
fCMR_Siemens_006,146,2.9485,0.9951,0.3295,0.6984,0.7993,2.8748,2.8748,2.8748,0.8305,9.8026
fCMR_Siemens_144,146,2.8152,3.3022,0.0945,0.0946,0.0946,2.3673,2.3673,2.3673,0.1588,7.3835
fCMR_Siemens_068,146,1.5823,3.0531,0.5527,0.555,0.5557,1.9309,1.9309,1.9309,0.5686,5.9729
fCMR_Siemens_198,146,2.7787,1.3307,0.215,0.2151,0.2151,2.3503,2.3503,2.3503,0.227,5.8645
fCMR_Siemens_018,147,2.2556,3.5176,0.3059,0.3065,0.3067,1.108,1.108,1.108,0.3236,6.1212
fCMR_Siemens_113,147,2.386,2.2429,0.1137,0.1138,0.1138,4.735,4.735,4.735,0.145,11.052
fCMR_Siemens_027,147,2.8443,3.2384,0.1411,0.1411,0.1411,0.2007,0.2007,0.2007,0.1823,1.9548
fCMR_Siemens_006,147,2.3006,1.5556,0.4692,0.3086,0.7742,1.6458,1.6458,1.6458,0.8104,6.3869
fCMR_Siemens_144,147,2.6581,0.4551,0.1945,0.1961,0.1967,1.3659,1.3659,1.3659,0.2167,5.5289
fCMR_Siemens_068,147,2.4596,2.3586,0.1883,0.1884,0.1884,5.4279,5.4279,5.4279,0.213,11.445
fCMR_Siemens_198,147,2.1682,0.8805,0.2716,0.2716,0.2716,0.9811,0.9811,0.9811,0.2824,3.1898
fCMR_Siemens_018,148,2.7191,1.5658,0.1175,0.461,0.5588,0.8625,0.8625,0.8625,0.7249,4.4812
fCMR_Siemens_113,148,2.2858,0.7245,0.0327,0.0327,0.0327,5.3618,5.3618,5.3618,0.1176,12.3512
fCMR_Siemens_027,148,2.0778,2.2679,0.1503,0.1503,0.1503,0.6395,0.6395,0.6395,0.1833,2.0588
fCMR_Siemens_006,148,2.808,2.3104,0.2231,0.2234,0.2236,1.9855,1.9855,1.9855,0.2973,8.0482
fCMR_Siemens_144,148,2.6059,2.8687,0.2173,0.3653,0.7683,1.0935,1.0935,1.0935,0.7771,5.0447
fCMR_Siemens_068,148,1.9206,3.2509,0.3069,0.5004,0.3065,2.2609,2.2609,2.2609,0.3455,7.2193
fCMR_Siemens_198,148,2.7711,2.1456,0.2911,0.2957,0.2972,1.6374,1.6374,1.6374,0.3473,5.1164
fCMR_Siemens_018,149,1.8449,2.92,0.2987,1.1592,0.6917,2.9804,2.9804,2.9804,0.8761,8.2469
fCMR_Siemens_113,149,1.0737,2.114,0.0424,0.0424,0.0424,5.3651,5.3651,5.3651,0.0916,11.498
fCMR_Siemens_027,149,2.7643,2.0365,0.1978,0.1978,0.1978,1.9331,1.9331,1.9331,0.2164,5.7165
fCMR_Siemens_006,149,3.0588,2.2078,2.3226,2.0462,1.823,1.6657,1.6657,1.6657,1.7852,6.9773
fCMR_Siemens_144,149,1.6302,1.7746,0.1473,0.1473,0.1473,2.4626,2.4626,2.4626,0.185,5.8828
fCMR_Siemens_068,149,1.0086,2.7782,0.3509,0.3509,0.3509,3.2576,3.2576,3.2576,0.3658,8.7047
fCMR_Siemens_198,149,2.1924,2.0175,0.2342,0.2342,0.2342,0.729,0.729,0.729,0.2424,2.4366
fCMR_Siemens_018,150,3.1025,1.5023,0.4018,0.4009,0.4007,1.1294,1.1294,1.1294,0.4394,6.9714
fCMR_Siemens_113,150,0.8183,1.4181,0.034,0.0339,0.0339,6.6831,6.6831,6.6831,0.1325,15.2834
fCMR_Siemens_027,150,1.6688,0.8216,0.118,0.5791,0.1183,2.2093,2.2093,2.2093,0.1918,6.9799
fCMR_Siemens_006,150,2.7104,2.3795,0.2677,0.2678,0.2678,2.4321,2.4321,2.4321,0.287,5.9407
fCMR_Siemens_144,150,2.8551,2.7021,0.2524,0.4871,0.4177,0.5906,0.5906,0.5906,0.4843,4.044
fCMR_Siemens_068,150,2.3523,1.8422,0.1745,0.1745,0.1745,3.6074,3.6074,3.6074,0.192,8.9226
fCMR_Siemens_198,150,1.6907,3.2973,0.22,0.2967,0.2201,0.4577,0.4577,0.4577,0.2544,2.6567
fCMR_Siemens_018,151,2.281,3.1403,0.2443,0.2447,0.2449,0.6897,0.6897,0.6897,0.2902,5.9443
fCMR_Siemens_113,151,2.8253,3.4548,0.0266,0.0266,0.0266,3.252,3.252,3.252,0.1225,7.2307
fCMR_Siemens_027,151,1.2768,1.5423,0.1108,0.1108,0.1108,2.6256,2.6256,2.6256,0.1971,8.7564
fCMR_Siemens_006,151,2.2163,2.6148,0.2429,0.2428,0.2428,1.3316,1.3316,1.3316,0.2772,4.1122
fCMR_Siemens_144,151,2.803,2.4396,0.1109,0.1112,0.1113,0.7358,0.7358,0.7358,0.1966,3.259
fCMR_Siemens_068,151,1.9887,1.7154,0.5838,0.584,0.5841,1.156,1.156,1.156,0.6008,4.2788
fCMR_Siemens_198,151,1.6539,2.9604,0.275,0.275,0.275,0.9859,0.9859,0.9859,0.3052,4.1587
fCMR_Siemens_018,152,2.5993,2.3386,0.2517,0.2505,0.2502,1.3439,1.3439,1.3439,0.3772,4.8595
fCMR_Siemens_113,152,2.6074,1.7862,0.1025,0.1025,0.1025,9.1,9.1,9.1,0.1446,18.918
fCMR_Siemens_027,152,2.0886,2.132,0.2017,0.2017,0.2017,0.5824,0.5824,0.5824,0.2302,3.4364
fCMR_Siemens_006,152,1.6689,2.2553,0.27,0.2698,0.2698,1.8271,1.8271,1.8271,0.3125,4.5326
fCMR_Siemens_144,152,1.6425,2.3211,0.0949,0.0947,0.0946,1.6348,1.6348,1.6348,0.1715,4.3656
fCMR_Siemens_068,152,3.0649,1.0447,0.4732,0.1495,0.4781,1.2703,1.2703,1.2703,0.4826,5.2664
fCMR_Siemens_198,152,2.4983,1.4329,0.262,0.262,0.262,2.1203,2.1203,2.1203,0.2821,5.9786
fCMR_Siemens_018,153,1.4737,2.527,0.14,0.1398,0.1398,0.9937,0.9937,0.9937,0.343,3.6064
fCMR_Siemens_113,153,2.965,2.7126,0.0987,0.0987,0.0987,7.8563,7.8563,7.8563,0.1403,17.2415
fCMR_Siemens_027,153,2.1503,2.8981,0.1985,0.1984,0.1984,1.912,1.912,1.912,0.2218,4.5221
fCMR_Siemens_006,153,1.0228,2.1547,0.2492,0.2492,0.2491,0.7689,0.7689,0.7689,0.2712,2.1453
fCMR_Siemens_144,153,1.9998,2.085,0.2366,0.4234,0.6529,1.2299,1.2299,1.2299,0.7073,6.9389
fCMR_Siemens_068,153,1.6794,2.7695,0.4502,0.4504,0.4504,2.5557,2.5557,2.5557,0.4574,7.0631
fCMR_Siemens_198,153,3.0319,3.0986,0.2921,0.2921,0.2922,1.6017,1.6017,1.6017,0.3263,5.0428
fCMR_Siemens_018,154,3.138,2.2411,0.1329,0.1332,0.1333,1.612,1.612,1.612,0.224,5.9982
fCMR_Siemens_113,154,2.3624,2.7324,0.0561,0.0561,0.0561,4.7343,4.7343,4.7343,0.124,11.0298
fCMR_Siemens_027,154,2.5606,0.867,0.1567,0.1566,0.1566,0.171,0.171,0.171,0.1923,2.8219
fCMR_Siemens_006,154,3.1058,1.9916,0.2487,0.2486,0.2486,1.9818,1.9818,1.9818,0.2991,5.7221
fCMR_Siemens_144,154,2.3264,3.2083,0.1666,0.2929,0.1666,4.2361,4.2361,4.2361,0.1915,9.8343
fCMR_Siemens_068,154,2.0722,3.1708,0.4386,0.441,0.4418,2.5703,2.5703,2.5703,0.4893,6.5063
fCMR_Siemens_198,154,2.0723,1.2687,0.2732,0.2732,0.2732,2.7883,2.7883,2.7883,0.295,7.33
fCMR_Siemens_018,155,2.3674,2.0588,0.5854,1.088,0.9404,1.7841,1.7841,1.7841,1.0109,6.3842
fCMR_Siemens_113,155,2.6202,3.246,0.0062,0.0062,0.0062,4.9428,4.9428,4.9428,0.1272,11.239
fCMR_Siemens_027,155,2.8797,2.6819,0.2435,0.4593,0.5768,2.3998,2.3998,2.3998,0.634,8.7418
fCMR_Siemens_006,155,2.1807,1.5554,0.2896,0.2895,0.2895,3.698,3.698,3.698,0.3243,9.2428
fCMR_Siemens_144,155,2.7807,2.9892,0.1827,0.1828,0.1828,1.387,1.387,1.387,0.2479,4.2554
fCMR_Siemens_068,155,1.1738,3.5143,0.4494,0.4494,0.4494,0.1755,0.1755,0.1755,0.477,1.8904
fCMR_Siemens_198,155,0.6596,3.0599,0.1978,0.1978,0.1978,1.641,1.641,1.641,0.2206,5.2218
fCMR_Siemens_018,156,2.4781,1.713,0.2881,0.2882,0.2882,1.2639,1.2639,1.2639,0.3215,3.8563
fCMR_Siemens_113,156,1.2696,2.8198,0.0667,0.0667,0.0667,5.968,5.968,5.968,0.0904,14.0056
fCMR_Siemens_027,156,2.9831,1.2318,0.2547,0.2552,0.2554,3.5588,3.5588,3.5588,0.2886,8.8479
fCMR_Siemens_006,156,2.6312,2.0768,0.1939,0.1938,0.1938,4.5701,4.5701,4.5701,0.2647,11.7526
fCMR_Siemens_144,156,2.6814,2.4117,0.0986,0.099,0.0991,1.3308,1.3308,1.3308,0.1345,3.9607
fCMR_Siemens_068,156,1.8269,2.5764,0.5915,0.5921,0.5924,1.82,1.82,1.82,0.606,5.498
fCMR_Siemens_198,156,1.3395,2.994,0.2575,0.2575,0.2575,3.0772,3.0772,3.0772,0.282,9.3002
fCMR_Siemens_018,157,1.3081,2.396,0.3202,0.3201,0.3201,2.1115,2.1115,2.1115,0.3431,6.4197
